ID	Name	Definition	Synonyms	URI	is obsolete
MONDO_0000814	B-cell adult acute lymphocytic leukemia	An acute B-lymphoblastic leukemia occurring in adults.	adult B-cell acute lymphoblastic leukemia,adult B cell acute lymphocytic leukemia,B-cell adult ALL,adult B cell ALL,adult B-cell childhood acute lymphoblastic leukemia,adult B-lymphoblastic leukemia,adult precursor B-lymphoblastic leukemia,adult B cell acute lymphoblastic leukemia,B-cell adult acute lymphoblastic leukemia,B cell adult acute lymphocytic leukemia,B-cell childhood acute lymphoblastic leukemia of adults,adult B-cell ALL,adult B acute lymphoblastic leukemia,adult B-cell acute lymphocytic leukemia,B cell adult acute lymphoblastic leukemia,adult B-cell lymphocytic leukemia,B cell adult ALL,B acute lymphoblastic leukemia	http://purl.obolibrary.org/obo/MONDO_0000814	false
MONDO_0000828	juvenile-onset Parkinson disease		juvenile-onset Parkinson's disease	http://purl.obolibrary.org/obo/MONDO_0000828	false
MONDO_0000870	childhood acute lymphoblastic leukemia	An acute lymphoblastic leukemia occurring during childhood. The majority of cases are B-acute lymphoblastic leukemias. Approximately 15% of the cases are T-acute lymphoblastic leukemias.	pediatric ALL,pediatric acute lymphoid leukemia,pediatric acute lymphogenous leukemia,childhood precursor lymphoblastic leukemia,childhood acute lymphocytic leukemia,pediatric acute lymphoblastic leukemia,childhood acute lymphogenous leukemia,pediatric acute lymphocytic leukemia (ALL),pediatric acute lymphocytic leukemia,childhood acute lymphoid leukemia,childhood ALL,acute lymphoblastic leukemia (ALL)	http://purl.obolibrary.org/obo/MONDO_0000870	false
MONDO_0000871	T-cell childhood acute lymphocytic leukemia	An acute lymphoblastic leukemia of T-cell origin occurring in children.	childhood T-ALL,T-cell pediatric acute lymphocytic leukemia,childhood T-cell acute lymphoblastic leukemia,T-cell childhood acute lymphoblastic leukemia,T-cell childhood ALL,childhood T acute lymphoblastic leukemia,T-cell pediatric acute lymphoblastic leukemia,childhood precursor T-lymphoblastic leukemia,T-cell pediatric ALL,T acute lymphoblastic leukemia	http://purl.obolibrary.org/obo/MONDO_0000871	false
MONDO_0000872	B-cell childhood acute lymphoblastic leukemia	An acute B-lymphoblastic leukemia occurring in children.	B cell pediatric ALL,B-cell pediatric acute lymphocytic leukemia,B-cell pediatric acute lymphoblastic leukemia,B-cell childhood acute lymphogenous leukemia,B-cell childhood ALL,B-cell childhood acute lymphoid leukemia,B-cell childhood acute lymphocytic leukemia,B-cell pediatric acute lymphogenous leukemia,B cell pediatric acute lymphocytic leukemia,childhood B-ALL,childhood precursor B-lymphoblastic leukemia,B-cell pediatric ALL,B-cell pediatric acute lymphoid leukemia,B cell childhood acute lymphocytic leukemia,B cell pediatric acute lymphoblastic leukemia,B cell childhood acute lymphoblastic leukemia,childhood B acute lymphoblastic leukemia,B cell childhood ALL,B acute lymphoblastic leukemia	http://purl.obolibrary.org/obo/MONDO_0000872	false
MONDO_0000875	adult acute monocytic leukemia	A acute monocytic leukemia that occurs in an adult.	M5b adult acute differentiated monocytic leukemia,adult acute differentiated monocytic leukemia (M5b),acute monocytic leukemia of adults,M5b adult acute leukemia,acute monocytic leukemia,	http://purl.obolibrary.org/obo/MONDO_0000875	false
MONDO_0001014	chronic leukemia	A slowly progressing leukemia characterized by a clonal (malignant) proliferation of maturing and mature myeloid cells or mature lymphocytes. When the clonal cellular population is composed of myeloid cells, the process is called chronic myelogenous leukemia. When the clonal cellular population is composed of lymphocytes, it is classified as chronic lymphocytic leukemia, hairy cell leukemia, or T-cell large granular lymphocyte leukemia.	chronic leukemia (disease),leukemia (disease), chronic,CLL,CML,adult chronic leukemia	http://purl.obolibrary.org/obo/MONDO_0001014	false
MONDO_0001023	prolymphocytic leukemia	A mature B- or T- cell leukemia with progressive clinical course. It is characterized by the presence of medium-sized lymphocytes with visible nucleoli (prolymphocytes) in the peripheral blood, bone marrow, and spleen.	PLL,prolymphocytic leukemia (B or T-cell),prolymphocytic leukemia (B or T),	http://purl.obolibrary.org/obo/MONDO_0001023	false
MONDO_0001394	chronic erythremia			http://purl.obolibrary.org/obo/MONDO_0001394	false
MONDO_0001482	testicular leukemia	A myeloid or more commonly lymphoid leukemia (acute or chronic) affecting the testis. Microscopically, there is interstitial infiltration of the testis by leukemic cells. Acute lymphoblastic leukemia with testicular involvement is not uncommon in boys. Sometimes (up to 10% of the cases), testicular involvement may be the initial manifestation of relapsed acute lymphoblastic leukemia. --03		http://purl.obolibrary.org/obo/MONDO_0001482	false
MONDO_0001606	central nervous system leukemia	Leukemia infiltrating the central nervous system structures.	leukemia of central nervous system,leukemia of CNS,leukemia of the central nervous system,leukemia of the CNS,CNS leukemia,leukemia (disease) of central nervous system,central nervous system leukemia (disease)	http://purl.obolibrary.org/obo/MONDO_0001606	false
MONDO_0001607	intrapelvic lymph node leukemic reticuloendotheliosis		leukemic reticuloendotheliosis involving intrapelvic lymph nodes,leukemic reticuloendotheliosis of intrapelvic lymph nodes	http://purl.obolibrary.org/obo/MONDO_0001607	false
MONDO_0001627	dementia (disease)	Loss of intellectual abilities interfering with an individual's social and occupational functions. Causes include Alzheimer's disease, brain injuries, brain tumors, and vascular disorders.	dementia	http://purl.obolibrary.org/obo/MONDO_0001627	false
MONDO_0001657	brain cancer	A primary or metastatic malignant neoplasm affecting the brain.	malignant tumor of the brain,malignant tumor of brain,cancer of the brain,cancer of brain,malignant brain tumor,malignant brain neoplasm,primary malignant neoplasm of brain,malignant neoplasm of the brain,malignant neoplasm of brain,malignant brain tumour,brain neoplasms, malignant,tumor of the brain,brain neoplasm,malignant primary brain neoplasm,adult brain tumor,adult malignant brain neoplasm,malignant primary brain tumor,malignant tumor of adult brain,neoplasm of unspecified nature of brain,BT - brain tumour,primary brain tumor,brain neoplasm, adult,brain tumor, adult,primary brain neoplasm	http://purl.obolibrary.org/obo/MONDO_0001657	false
MONDO_0002009	major depressive disorder	An episode of depression lasting two or more weeks without an intervening episode of mania.	single major depressive episode,recurrent major depression	http://purl.obolibrary.org/obo/MONDO_0002009	false
MONDO_0002039	cognitive disorder	A disease affects cognitive processes.	cognitive disease,organic mental disorder	http://purl.obolibrary.org/obo/MONDO_0002039	false
MONDO_0002582	subacute leukemia	A leukemia that is in between acute and chronic leukemia and is characterized by a moderate duration or severity.		http://purl.obolibrary.org/obo/MONDO_0002582	false
MONDO_0002898	skin cancer	A malignant neoplasm involving the zone of skin	malignant neoplasm of skin,malignant skin tumor,malignant zone of skin neoplasm,malignant tumor of skin,melanoma and non-melanoma skin cancer,zone of skin cancer,CA - skin cancer,malignant neoplasm of the skin,skin cancer, Including melanoma,malignant neoplasm of zone of skin,malignant tumor of the skin,skin neoplasm, malignant,cancer of zone of skin,malignant skin neoplasm,cancer of skin	http://purl.obolibrary.org/obo/MONDO_0002898	false
MONDO_0002966	splenic manifestation of prolymphocytic leukemia	A prolymphocytic leukemia that involves the spleen.	prolymphocytic leukemia of spleen,spleen prolymphocytic leukemia	http://purl.obolibrary.org/obo/MONDO_0002966	false
MONDO_0003306	atypical neurofibroma	A neurofibroma characterized by the presence of cellular pleomorphism.		http://purl.obolibrary.org/obo/MONDO_0003306	false
MONDO_0003539	T-cell adult acute lymphocytic leukemia	An acute T-lymphoblastic leukemia occurring in adults.	adult T-cell acute lymphoblastic leukemia,adult acute lymphoblastic leukemia of T cell,adult precursor T lymphoblastic leukemia,adult T acute lymphoblastic leukemia,T cell adult acute lymphocytic leukemia,T cell adult acute lymphoblastic leukemia,T-cell adult ALL,acute Adult T-cell Leukemia-lymphoma,T Acute Lymphoblastic Leukemia,adult precursor T-lymphoblastic leukemia,T cell adult ALL	http://purl.obolibrary.org/obo/MONDO_0003539	false
MONDO_0003540	acute T cell leukemia		precursor T lymphoblastic leukemia	http://purl.obolibrary.org/obo/MONDO_0003540	false
MONDO_0003541	adult acute lymphoblastic leukemia	An acute lymphoblastic leukemia occurring during adulthood.	adult acute lymphocytic leukemia,adult precursor lymphoblastic leukemia,adult ALL,adult acute lymphoid leukemia,adult acute lymphogenous leukemia,acute lymphoblastic leukemia (ALL)	http://purl.obolibrary.org/obo/MONDO_0003541	false
MONDO_0003729	aleukemic leukemia cutis	Infiltration of the skin and subcutaneous tissue by leukemic cells without evidence of leukemia in the bone marrow and peripheral blood. It results in clinically identifiable skin lesions. It may be the first manifestation of acute leukemia, preceding the involvement of the bone marrow and peripheral blood by the leukemic process.	leukemia subleukemic	http://purl.obolibrary.org/obo/MONDO_0003729	false
MONDO_0003730	aleukemic leukemia	A leukemia characterized by the absence of leukemic cells in the peripheral blood.	subleukemic leukemia,aleukemic myelosis	http://purl.obolibrary.org/obo/MONDO_0003730	false
MONDO_0003864	chronic lymphocytic leukemia/small lymphocytic lymphoma	An indolent, mature B-cell neoplasm composed of small, round B-lymphocytes. When the bone marrow and peripheral blood are involved, the term chronic lymphocytic leukemia is used. The term small lymphocytic lymphoma is restricted to cases which do not show leukemic involvement of the bone marrow and peripheral blood.	chronic lymphocytic leukemia/small lymphocytic lymphoma (morphologic abnormality),CLL/SLL,	http://purl.obolibrary.org/obo/MONDO_0003864	false
MONDO_0004051	aleukemic monocytic leukemia cutis			http://purl.obolibrary.org/obo/MONDO_0004051	false
MONDO_0004104	splenic manifestation of hairy cell leukemia	A hairy cell leukemia that involves the spleen.	spleen hairy cell leukemia,hairy cell leukemia of spleen	http://purl.obolibrary.org/obo/MONDO_0004104	false
MONDO_0004107	splenic manifestation of leukemia	A leukemia (disease) that involves the spleen.	spleen leukemia (disease),leukemia (disease) of spleen,splenic leukemia	http://purl.obolibrary.org/obo/MONDO_0004107	false
MONDO_0004110	refractory hairy cell leukemia	Hairy cell leukemia that is resistant to treatment.	hairy cell leukemia, refractory	http://purl.obolibrary.org/obo/MONDO_0004110	false
MONDO_0004152	chronic lymphocytic leukemia/small lymphocytic lymphoma with immunoglobulin heavy chain variable-region gene somatic hypermutation	A recently recognized variant of chronic lymphocytic leukemia/small lymphocytic lymphoma (CLL/SLL) expressing somatic hypermutations of the Immunoglobulin heavy chain (IGH) genes. The recognition of this variant alters the belief that CLL/SLL is always derived from a naive, pregerminal center B-cell. The presence of somatic hypermutations of IGH genes occurs in approximately 50% of CLL/SLL cases and implies a postgerminal center, memory origin. Patients with this variant of CLL/SLL have a favorable prognosis, with a reported median survival of more than 24 years.	postgerminal center chronic lymphocytic leukemia/small lymphocytic lymphoma,CLL/SLL with IGVH SHM	http://purl.obolibrary.org/obo/MONDO_0004152	false
MONDO_0004354	neonatal leukemia	Leukemia that occurs during the neonatal period.		http://purl.obolibrary.org/obo/MONDO_0004354	false
MONDO_0004355	childhood leukemia	An acute or chronic leukemia that occurs during childhood.	leukemia,pediatric leukemia (disease),childhood leukemia (disease),leukemia (disease) of childhood	http://purl.obolibrary.org/obo/MONDO_0004355	false
MONDO_0004478	pregerminal center chronic lymphocytic leukemia/small lymphocytic lymphoma	A recently recognized variant of chronic lymphocytic leukemia/small lymphocytic lymphoma (CLL/SLL) that lacks somatic hypermutations of the Immunoglobulin heavy chain (IGH) genes, implying pregerminal center B-cell origin. Microarray gene expression profiling studies have demonstrated the expression of ZAP-70 gene (Syk family tyrosine kinase) in this subset of CLL/CLL. Patients with this variant of CLL/SLL have an unfavorable prognosis compared to those with somatic hypermutations of the IGH genes, with a median survival of approximately 6-8 years.	chronic lymphocytic leukemia/small lymphocytic lymphoma with unmutated Immunoglobulin heavy chain variable-region Gene,CLL/SLL with unmutated IGVH	http://purl.obolibrary.org/obo/MONDO_0004478	false
MONDO_0004600	monocytic leukemia		schilling's leukemia	http://purl.obolibrary.org/obo/MONDO_0004600	false
MONDO_0004614	chronic monocytic leukemia	Form of leukemia characterized by an uncontrolled proliferation of the myeloid lineage and their precursors (myeloid progenitor cells) in the bone marrow and other sites.	monocytic leukemia, chronic	http://purl.obolibrary.org/obo/MONDO_0004614	false
MONDO_0004643	myeloid leukemia	A clonal proliferation of myeloid cells and their precursors in the bone marrow, peripheral blood, and spleen. When the proliferating cells are immature myeloid cells and myeloblasts, it is called acute myeloid leukemia. When the proliferating myeloid cells are neutrophils, it is called chronic myelogenous leukemia.	leukemia, granulocytic, malignant,myeloid granulocytic leukemia,non-lymphocytic leukemia,non-lymphoblastic leukemia,myelocytic leukemia,leukemia myelogenous,myelogenous leukemia,leukemia myeloid,leukemia granulocytic	http://purl.obolibrary.org/obo/MONDO_0004643	false
MONDO_0004644	subacute monocytic leukemia			http://purl.obolibrary.org/obo/MONDO_0004644	false
MONDO_0004648	vascular dementia	A degenerative vascular disorder affecting the brain. It is caused by the blockage of the blood supply to the brain. It is manifested with decline of memory and cognitive functions.	multi infarct dementia,multifocal dementia	http://purl.obolibrary.org/obo/MONDO_0004648	false
MONDO_0004653	atypical chronic myeloid leukemia, BCR-ABL1 negative	A myelodysplastic/myeloproliferative neoplasm characterized by the principal involvement of the neutrophil series with leukocytosis and multilineage dysplasia. The neoplastic cells do not have a Philadelphia chromosome or the BCR/ABL fusion gene. (WHO, 2001)	subacute myeloid leukemia,atypical chronic myeloid leukemia,subacute myelogenous leukemia,aCML,atypical CML,atypical chronic myeloid leukemia, BCR-ABL1 Negative,subacute granulocytic leukemia	http://purl.obolibrary.org/obo/MONDO_0004653	false
MONDO_0004932	null-cell leukemia		null cell acute lymphoblastic leukemia	http://purl.obolibrary.org/obo/MONDO_0004932	false
MONDO_0004947	B-cell acute lymphoblastic leukemia	A neoplasm of lymphoblasts committed to the B-cell lineage, typically composed of small to medium-sized blast cells. When the neoplasm involves predominantly the bone marrow and the peripheral blood, it is called B acute lymphoblastic leukemia. When it involves nodal or extranodal sites, it is called B lymphoblastic lymphoma. (WHO, 2001)	precursor B lymphoblastic leukemia/lymphoma,B lymphoblastic leukemia/lymphoma,precursor B-lymphoblastic lymphoma/leukemia,precursor B lymphoblastic lymphoma/leukemia	http://purl.obolibrary.org/obo/MONDO_0004947	false
MONDO_0004948	B-cell chronic lymphocytic leukemia	B-cell chronic lymphocytic leukemia (B-CLL) is a type of B-cell non-Hodgkin lymphoma, and the most common form of leukemia in Western countries, affecting elderly adults (mean age of 67 and 72 years) with a slight male predominance (1.7:1), and characterized by a highly variable clinical presentation that can include asymptomatic disease or non-specific B-symptoms such as unintentional weight loss, severe fatigue, fever (without evidence of infection), and night sweats as well as cervical lymphadenopathy, splenomegaly and frequent infections. Some patients can also develop autoimmune complications such as autoimmune hemolytic anemia or immune thrombocytopenia. The clinical course is extremely heterogeneous with survival ranging from a few months to several decades.	chronic lymphatic leukemia,small lymphocytic lymphoma,B cell CLL,CLL,B-cell lymphocytic leukemia,chronic lymphogenous leukemia,BCLL,chronic lymphocytic leukemia,B cell chronic lymphocytic leukemia,chronic B-cell lymphocytic leukemia,hematopoeitic - chronic lymphocytic leukemia (CLL),B-cell CLL,B-cell chronic lymphoid leukemia,lymphoplasmacytic leukemia,B cell lymphocytic leukemia,B-cell chronic lymphogenous leukemia,B-CLL,chronic lymphocytic leukemia (CLL),leukemia, chronic lymphatic,leukemia, lymphocytic, chronic,leukemia, chronic LYMPHOCYTIC	http://purl.obolibrary.org/obo/MONDO_0004948	false
MONDO_0004963	T-cell acute lymphoblastic leukemia	Acute lymphoblastic leukemia of T-cell origin. It comprises about 15% of childhood cases and 25% of adult cases. It is more common in males than females. (WHO, 2001)	acute T-cell lymphoblastic leukemia,acute T cell lymphocytic leukemia,T-ALL,acute T cell leukemia,T-cell type acute leukemia,acute T cell lymphoblastic leukemia,T-cell acute lymphocytic leukemia,precursor T-lymphoblastic leukemia,precursor T-lymphoblastic leukemia (T-cell ALL),acute T-cell leukemia,acute T-cell lymphocytic leukemia,T-cell ALL,T acute lymphoblastic leukemia	http://purl.obolibrary.org/obo/MONDO_0004963	false
MONDO_0004967	acute lymphoblastic leukemia (disease)	Leukemia with an acute onset, characterized by the presence of lymphoblasts in the bone marrow and the peripheral blood. It includes the acute B lymphoblastic leukemia and acute T lymphoblastic leukemia.	acute lymphoblastic leukemia (ALL),acute lymphogenous leukemia,leukemia, lymphoblastic, malignant,ALL,acute lymphoid leukemia,precursor cell lymphoblastic leukemia,acute lymphoblastic leukemia/lymphoma,acute lymphocytic leukemia,acute lymphocytic leukemias,acute lymphoblastic leukemia,acute lymphocytic leukaemia,lymphoblastic leukemia, acute,ALL - acute lymphocytic leukemia,precursor Lymphoblasic leukemia,precursor lymphoblastic leukemia,lymphoblastic leukemia	http://purl.obolibrary.org/obo/MONDO_0004967	false
MONDO_0004970	adenocarcinoma	A common cancer characterized by the presence of malignant glandular cells. Morphologically, adenocarcinomas are classified according to the growth pattern (e.g., papillary, alveolar) or according to the secreting product (e.g., mucinous, serous). Representative examples of adenocarcinoma are ductal and lobular breast carcinoma, lung adenocarcinoma, renal cell carcinoma, hepatocellular carcinoma (hepatoma), colon adenocarcinoma, and prostate adenocarcinoma.	adenocarcinoma, malignant,adenocarcinoma, no subtype (morphologic abnormality),adenocarcinoma NOS (morphologic abnormality),adenocarcinomas,ADNOS	http://purl.obolibrary.org/obo/MONDO_0004970	false
MONDO_0004975	Alzheimer disease	A progressive, neurodegenerative disease characterized by loss of function and death of nerve cells in several areas of the brain leading to loss of cognitive function such as memory and language.	Alzheimer's dementia,AD,Alzheimers disease,Alzheimers dementia,Alzheimer's disease,Alzheimer dementia,Alzheimer disease, familial	http://purl.obolibrary.org/obo/MONDO_0004975	false
